QueryNumber;DocNumber;DocVotes
00078;1234;1
00079;65;1
00079;75;1
00079;123;1
00079;132;1
00079;135;1
00079;146;1
00079;148;1
00079;179;1
00079;184;1
00079;255;1
00079;315;1
00079;320;1
00079;330;1
00079;333;1
00079;359;1
00079;370;1
00079;373;1
00079;384;1
00079;427;1
00079;438;1
00079;452;1
00079;648;1
00079;650;1
00079;663;1
00079;826;1
00079;829;1
00079;838;1
00079;882;1
00079;912;1
00079;923;1
00079;944;1
00079;945;1
00079;1000;1
00079;1010;1
00079;1023;1
00079;1065;1
00079;1082;1
00079;1089;1
00079;1091;1
00079;1112;1
00079;1179;1
00079;1181;1
00079;1234;1
00080;61;1
00080;135;1
00080;152;1
00080;159;1
00080;238;1
00080;330;1
00080;333;1
00080;427;1
00080;438;1
00080;451;1
00080;452;1
00080;453;1
00080;458;1
00080;459;1
00080;460;1
00080;612;1
00080;663;1
00080;696;1
00080;722;1
00080;753;1
00080;800;1
00080;884;1
00080;912;1
00080;945;1
00080;1010;1
00080;1042;1
00080;1065;1
00080;1071;1
00080;1078;1
00080;1091;1
00080;1179;1
00080;1180;1
00080;1227;1
00080;1234;1
00081;31;1
00081;90;1
00081;93;1
00081;132;1
00081;135;1
00081;195;1
00081;253;1
00081;321;1
00081;326;1
00081;359;1
00081;370;1
00081;438;1
00081;542;1
00081;546;1
00081;550;1
00081;551;1
00081;586;1
00081;592;1
00081;729;1
00081;731;1
00081;734;1
00081;941;1
00081;944;1
00081;990;1
00081;1092;1
00081;1134;1
00081;1232;1
00081;1234;1
00082;25;1
00082;31;1
00082;90;1
00082;93;1
00082;132;1
00082;135;1
00082;148;1
00082;152;1
00082;159;1
00082;189;1
00082;195;1
00082;197;1
00082;238;1
00082;253;1
00082;297;1
00082;321;1
00082;326;1
00082;327;1
00082;330;1
00082;331;1
00082;333;1
00082;359;1
00082;370;1
00082;427;1
00082;438;1
00082;458;1
00082;542;1
00082;543;1
00082;546;1
00082;550;1
00082;551;1
00082;586;1
00082;592;1
00082;722;1
00082;724;1
00082;729;1
00082;731;1
00082;734;1
00082;826;1
00082;837;1
00082;845;1
00082;879;1
00082;882;1
00082;889;1
00082;904;1
00082;912;1
00082;937;1
00082;941;1
00082;944;1
00082;952;1
00082;963;1
00082;990;1
00082;1000;1
00082;1003;1
00082;1040;1
00082;1078;1
00082;1092;1
00082;1150;1
00082;1188;1
00082;1227;1
00082;1232;1
00082;1234;1
00083;18;1
00083;166;1
00083;187;1
00083;238;1
00083;366;1
00083;370;1
00083;394;1
00083;427;1
00083;430;1
00083;432;1
00083;447;1
00083;463;1
00083;501;1
00083;505;1
00083;517;1
00083;550;1
00083;590;1
00083;609;1
00083;668;1
00083;767;1
00083;905;1
00083;912;1
00083;988;1
00083;989;1
00083;1074;1
00083;1077;1
00083;1091;1
00083;1102;1
00083;1143;1
00083;1170;1
00083;1171;1
00083;1203;1
00084;8;1
00084;160;1
00084;333;1
00084;346;1
00084;384;1
00084;555;1
00084;590;1
00084;778;1
00084;837;1
00084;912;1
00084;922;1
00084;952;1
00084;986;1
00084;1086;1
00084;1112;1
00084;1179;1
00085;29;1
00085;58;1
00085;88;1
00085;98;1
00085;179;1
00085;200;1
00085;202;1
00085;250;1
00085;370;1
00085;427;1
00085;432;1
00085;438;1
00085;469;1
00085;475;1
00085;589;1
00085;590;1
00085;724;1
00085;732;1
00085;733;1
00085;888;1
00085;912;1
00085;941;1
00085;969;1
00085;982;1
00085;983;1
00085;1018;1
00085;1019;1
00085;1022;1
00085;1036;1
00085;1065;1
00085;1118;1
00086;8;1
00086;61;1
00086;85;1
00086;110;1
00086;135;1
00086;148;1
00086;152;1
00086;160;1
00086;200;1
00086;238;1
00086;271;1
00086;330;1
00086;346;1
00086;370;1
00086;384;1
00086;427;1
00086;505;1
00086;554;1
00086;555;1
00086;577;1
00086;586;1
00086;590;1
00086;722;1
00086;731;1
00086;763;1
00086;769;1
00086;922;1
00086;944;1
00086;945;1
00086;952;1
00086;983;1
00086;990;1
00086;1000;1
00086;1015;1
00086;1033;1
00086;1071;1
00086;1077;1
00086;1086;1
00086;1090;1
00086;1091;1
00086;1112;1
00086;1118;1
00086;1173;1
00086;1181;1
00086;1227;1
00086;1232;1
00086;1234;1
00087;187;1
00087;223;1
00087;228;1
00087;229;1
00087;333;1
00087;369;1
00087;370;1
00087;382;1
00087;394;1
00087;401;1
00087;432;1
00087;438;1
00087;485;1
00087;513;1
00087;550;1
00087;590;1
00087;631;1
00087;632;1
00087;668;1
00087;722;1
00087;812;1
00087;819;1
00087;833;1
00087;860;1
00087;945;1
00087;990;1
00087;1005;1
00087;1007;1
00087;1015;1
00087;1025;1
00087;1032;1
00087;1060;1
00087;1071;1
00087;1134;1
00087;1163;1
00087;1169;1
00087;1180;1
00087;1234;1
00088;370;1
00088;443;1
00088;457;1
00088;590;1
00088;614;1
00088;668;1
00088;678;1
00088;679;1
00088;702;1
00088;945;1
00088;990;1
00088;1091;1
00088;1134;1
00088;1144;1
00089;79;1
00089;152;1
00089;176;1
00089;177;1
00089;179;1
00089;260;1
00089;265;1
00089;370;1
00089;469;1
00089;479;1
00089;590;1
00089;706;1
00089;778;1
00089;905;1
00089;912;1
00089;1065;1
00089;1086;1
00090;7;1
00090;160;1
00090;161;1
00090;176;1
00090;177;1
00090;200;1
00090;260;1
00090;265;1
00090;370;1
00090;451;1
00090;479;1
00090;505;1
00090;589;1
00090;590;1
00090;763;1
00090;778;1
00090;874;1
00090;884;1
00090;912;1
00090;987;1
00090;1065;1
00090;1071;1
00090;1086;1
00090;1089;1
00090;1090;1
00090;1091;1
00090;1234;1
00090;1238;1
00091;1;1
00091;3;1
00091;4;1
00091;8;1
00091;9;1
00091;11;1
00091;13;1
00091;15;1
00091;17;1
00091;21;1
00091;29;1
00091;30;1
00091;32;1
00091;33;1
00091;40;1
00091;41;1
00091;45;1
00091;46;1
00091;50;1
00091;56;1
00091;57;1
00091;58;1
00091;59;1
00091;60;1
00091;69;1
00091;78;1
00091;88;1
00091;92;1
00091;94;1
00091;95;1
00091;97;1
00091;98;1
00091;100;1
00091;103;1
00091;105;1
00091;109;1
00091;115;1
00091;116;1
00091;118;1
00091;119;1
00091;121;1
00091;122;1
00091;124;1
00091;128;1
00091;134;1
00091;135;1
00091;139;1
00091;147;1
00091;163;1
00091;166;1
00091;170;1
00091;173;1
00091;174;1
00091;181;1
00091;182;1
00091;183;1
00091;186;1
00091;189;1
00091;199;1
00091;202;1
00091;204;1
00091;211;1
00091;226;1
00091;237;1
00091;240;1
00091;241;1
00091;242;1
00091;243;1
00091;244;1
00091;248;1
00091;250;1
00091;256;1
00091;259;1
00091;261;1
00091;263;1
00091;264;1
00091;265;1
00091;266;1
00091;267;1
00091;268;1
00091;272;1
00091;274;1
00091;275;1
00091;276;1
00091;278;1
00091;279;1
00091;281;1
00091;283;1
00091;286;1
00091;287;1
00091;294;1
00091;297;1
00091;300;1
00091;301;1
00091;314;1
00091;317;1
00091;322;1
00091;331;1
00091;333;1
00091;339;1
00091;348;1
00091;351;1
00091;352;1
00091;353;1
00091;354;1
00091;355;1
00091;359;1
00091;361;1
00091;362;1
00091;364;1
00091;370;1
00091;376;1
00091;381;1
00091;385;1
00091;392;1
00091;395;1
00091;396;1
00091;398;1
00091;405;1
00091;412;1
00091;413;1
00091;416;1
00091;422;1
00091;423;1
00091;426;1
00091;428;1
00091;431;1
00091;434;1
00091;443;1
00091;454;1
00091;455;1
00091;466;1
00091;468;1
00091;473;1
00091;474;1
00091;475;1
00091;478;1
00091;485;1
00091;486;1
00091;489;1
00091;508;1
00091;512;1
00091;538;1
00091;545;1
00091;549;1
00091;550;1
00091;551;1
00091;552;1
00091;553;1
00091;559;1
00091;562;1
00091;579;1
00091;582;1
00091;586;1
00091;594;1
00091;598;1
00091;601;1
00091;603;1
00091;611;1
00091;615;1
00091;626;1
00091;641;1
00091;642;1
00091;643;1
00091;648;1
00091;659;1
00091;667;1
00091;673;1
00091;682;1
00091;683;1
00091;684;1
00091;688;1
00091;690;1
00091;694;1
00091;695;1
00091;700;1
00091;704;1
00091;714;1
00091;719;1
00091;720;1
00091;722;1
00091;724;1
00091;725;1
00091;727;1
00091;728;1
00091;729;1
00091;731;1
00091;732;1
00091;733;1
00091;735;1
00091;751;1
00091;752;1
00091;756;1
00091;759;1
00091;762;1
00091;763;1
00091;764;1
00091;767;1
00091;768;1
00091;770;1
00091;771;1
00091;772;1
00091;773;1
00091;779;1
00091;781;1
00091;782;1
00091;784;1
00091;787;1
00091;788;1
00091;791;1
00091;794;1
00091;796;1
00091;797;1
00091;798;1
00091;799;1
00091;801;1
00091;803;1
00091;808;1
00091;809;1
00091;822;1
00091;833;1
00091;834;1
00091;835;1
00091;836;1
00091;838;1
00091;844;1
00091;854;1
00091;859;1
00091;866;1
00091;867;1
00091;868;1
00091;870;1
00091;872;1
00091;875;1
00091;880;1
00091;882;1
00091;883;1
00091;888;1
00091;893;1
00091;894;1
00091;896;1
00091;897;1
00091;900;1
00091;906;1
00091;913;1
00091;914;1
00091;935;1
00091;941;1
00091;944;1
00091;947;1
00091;965;1
00091;974;1
00091;982;1
00091;985;1
00091;990;1
00091;992;1
00091;993;1
00091;997;1
00091;998;1
00091;1000;1
00091;1018;1
00091;1019;1
00091;1023;1
00091;1033;1
00091;1040;1
00091;1041;1
00091;1043;1
00091;1047;1
00091;1051;1
00091;1054;1
00091;1056;1
00091;1057;1
00091;1058;1
00091;1063;1
00091;1080;1
00091;1085;1
00091;1091;1
00091;1093;1
00091;1095;1
00091;1097;1
00091;1098;1
00091;1103;1
00091;1106;1
00091;1107;1
00091;1108;1
00091;1115;1
00091;1116;1
00091;1118;1
00091;1119;1
00091;1125;1
00091;1134;1
00091;1177;1
00091;1184;1
00091;1186;1
00091;1189;1
00091;1191;1
00091;1192;1
00091;1216;1
00091;1217;1
00091;1219;1
00091;1226;1
00091;1232;1
00091;1234;1
00091;1235;1
00092;17;1
00092;43;1
00092;111;1
00092;130;1
00092;135;1
00092;136;1
00092;148;1
00092;181;1
00092;185;1
00092;189;1
00092;193;1
00092;200;1
00092;213;1
00092;226;1
00092;238;1
00092;258;1
00092;333;1
00092;342;1
00092;354;1
00092;370;1
00092;377;1
00092;392;1
00092;429;1
00092;434;1
00092;446;1
00092;465;1
00092;472;1
00092;473;1
00092;479;1
00092;489;1
00092;492;1
00092;503;1
00092;510;1
00092;514;1
00092;550;1
00092;559;1
00092;586;1
00092;596;1
00092;599;1
00092;607;1
00092;611;1
00092;643;1
00092;653;1
00092;661;1
00092;671;1
00092;687;1
00092;692;1
00092;705;1
00092;722;1
00092;724;1
00092;729;1
00092;731;1
00092;735;1
00092;763;1
00092;764;1
00092;767;1
00092;778;1
00092;783;1
00092;788;1
00092;804;1
00092;806;1
00092;822;1
00092;824;1
00092;826;1
00092;837;1
00092;838;1
00092;839;1
00092;842;1
00092;845;1
00092;856;1
00092;858;1
00092;859;1
00092;879;1
00092;883;1
00092;888;1
00092;889;1
00092;908;1
00092;910;1
00092;914;1
00092;915;1
00092;926;1
00092;930;1
00092;934;1
00092;940;1
00092;941;1
00092;944;1
00092;946;1
00092;952;1
00092;990;1
00092;1000;1
00092;1014;1
00092;1023;1
00092;1031;1
00092;1033;1
00092;1040;1
00092;1066;1
00092;1071;1
00092;1093;1
00092;1147;1
00092;1151;1
00092;1186;1
00092;1188;1
00092;1192;1
00092;1195;1
00092;1226;1
00092;1227;1
00092;1232;1
00092;1234;1
00092;00093;1
00092;113;1
00092;145;1
00092;180;1
00092;272;1
00092;422;1
00092;467;1
00092;489;1
00092;550;1
00092;586;1
00092;722;1
00092;724;1
00092;873;1
00092;999;1
00092;1000;1
00092;1020;1
00092;1023;1
00092;1033;1
00092;1233;1
00094;78;1
00094;114;1
00094;122;1
00094;123;1
00094;137;1
00094;192;1
00094;209;1
00094;270;1
00094;277;1
00094;282;1
00094;309;1
00094;311;1
00094;322;1
00094;359;1
00094;370;1
00094;400;1
00094;435;1
00094;436;1
00094;440;1
00094;442;1
00094;494;1
00094;498;1
00094;504;1
00094;505;1
00094;533;1
00094;536;1
00094;571;1
00094;742;1
00094;745;1
00094;789;1
00094;955;1
00094;1016;1
00094;1091;1
00094;1092;1
00094;1121;1
00094;1143;1
00094;1156;1
00094;1158;1
00094;1197;1
00094;1199;1
00094;1200;1
00094;1204;1
00094;1223;1
00095;12;1
00095;30;1
00095;43;1
00095;192;1
00095;257;1
00095;322;1
00095;603;1
00095;606;1
00095;1097;1
00096;9;1
00096;40;1
00096;43;1
00096;75;1
00096;454;1
00096;455;1
00096;520;1
00096;526;1
00096;527;1
00096;673;1
00096;883;1
00096;1087;1
00097;52;1
00097;68;1
00097;135;1
00097;140;1
00097;190;1
00097;392;1
00097;416;1
00097;538;1
00097;539;1
00097;751;1
00097;757;1
00098;145;1
00098;180;1
00098;270;1
00098;272;1
00098;362;1
00098;467;1
00098;595;1
00098;667;1
00098;728;1
00098;782;1
00098;787;1
00098;985;1
00098;1018;1
00098;1019;1
00098;1118;1
00099;268;1
00099;324;1
00099;449;1
00099;992;1
00099;1191;1
00100;59;1
00100;183;1
00100;370;1
00100;579;1
00100;803;1
00100;833;1
00100;1000;1
00100;1017;1
00100;1033;1
00100;1097;1
00100;1232;1
